epoch,simlex_spearman,n_pairs,elapsed_train_s
1,0.093123581470574,527,123.96803585201269
2,0.10636543181800202,527,113.52142273203935
3,0.11827581976398249,527,118.47519369696965
4,0.14605333413714616,527,118.77229598799022
5,0.13314785454030437,527,89.32694504404208
6,0.15374861471764883,527,113.62990004196763
7,0.15673792879266749,527,122.80591147998348
8,0.17075701281767036,527,117.54729895602213
