epoch,simlex_spearman,n_pairs,elapsed_train_s
1,0.13078498471344638,527,124.37411911104573
2,0.1242846821112025,527,86.66857867699582
3,0.09739892204781234,527,118.52451196400216
4,0.12643341400132144,527,123.81471295905067
