epoch,simlex_spearman,n_pairs,elapsed_train_s
1,0.12800438532672806,527,98.75107163999928
2,0.13537888862535416,527,97.35841529699974
3,0.1459707158684909,527,136.10743159695994
4,0.12350663852964586,527,123.72597548604244
5,0.10560468920625252,527,127.91350933001377
6,0.17738406893903097,527,128.4337274939753
7,0.14542145119628985,527,131.57593101501698
8,0.14657016291208344,527,135.03464954299852
