method,phase_similarity,tag,word
ssh,1.0,a_only,macedonia
ssh,0.3389121338912134,shared,marriage
ssh,0.6326530612244898,shared,million
ssh,1.0,a_only,focused
ssh,0.6243654822335025,shared,continually
ssh,0.2648221343873518,shared,world
ssh,1.0,a_only,agricultural
ssh,1.0,a_only,revelation
ssh,0.5686274509803921,shared,opium
ssh,1.0,a_only,vietnamese
ssh,0.7297297297297297,shared,blunt
ssh,1.0,a_only,kilometers
ssh,0.37339055793991416,shared,occupied
ssh,0.5763546798029556,shared,spiritual
ssh,0.0958904109589041,b_only,entreaty
ssh,0.3333333333333333,shared,miles
ssh,0.36752136752136755,shared,occasionally
ssh,0.5533980582524272,shared,impressed
ssh,0.0738255033557047,b_only,distribute
ssh,1.0,a_only,reformation
ssh,0.6580310880829016,shared,meets
ssh,0.4479638009049774,shared,agatha
ssh,0.8285714285714286,shared,restoring
ssh,1.0,a_only,location
ssh,0.5763546798029556,shared,strict
ssh,0.3168724279835391,shared,into
ssh,0.40350877192982454,shared,swept
ssh,0.25984251968503935,shared,what
ssh,1.0,a_only,funded
ssh,0.6580310880829016,shared,comrade
ssh,0.09965635738831616,b_only,cart
ssh,0.5609756097560976,shared,lasted
ssh,0.7021276595744681,shared,accidentally
ssh,1.0,a_only,quebec
ssh,0.3852813852813853,shared,liberty
ssh,0.5311004784688995,shared,connections
ssh,1.0,a_only,magnitude
ssh,1.0,a_only,statesman
ssh,1.0,a_only,seabed
ssh,0.6161616161616161,shared,descent
ssh,0.391304347826087,shared,receive
ssh,0.40350877192982454,shared,advance
ssh,0.37339055793991416,shared,spare
ssh,0.6243654822335025,shared,gardens
ssh,1.0,a_only,reports
ssh,0.5609756097560976,shared,creating
ssh,0.08108108108108109,b_only,monseigneur
ssh,1.0,a_only,sedgwick
ssh,0.3278008298755187,shared,ll
ssh,0.3559322033898305,shared,calling
ssh,1.0,a_only,axiom
ssh,0.10726643598615918,b_only,sullen
ssh,0.5609756097560976,shared,starved
ssh,0.7297297297297297,shared,owners
ssh,0.3559322033898305,shared,tom
ssh,0.06666666666666667,b_only,cautiously
ssh,1.0,a_only,reversed
ssh,1.0,a_only,protestant
ssh,1.0,a_only,hebrews
ssh,1.0,a_only,babylon
ssh,0.7679558011049724,shared,slope
ssh,0.6080402010050251,shared,couch
ssh,0.4349775784753363,shared,suspected
ssh,0.6326530612244898,shared,guest
ssh,0.30612244897959184,shared,state
