epoch,simlex_spearman,n_pairs,elapsed_train_s
1,0.062197410763038634,527,93.03285253397189
2,0.14525479107906805,527,122.70178589801071
3,0.15582254310768778,527,89.27323415898718
4,0.16070979207665892,527,121.02877651603194
5,0.1519198736694986,527,122.93667361501139
6,0.14303797386266717,527,122.91171140398365
7,0.18153814748775726,527,125.88156687497394
8,0.12210405450942141,527,121.06318272498902
