method,phase_similarity,tag,word
ssh,0.7391304347826086,shared,agrippa
ssh,1.0,a_only,technology
ssh,0.675392670157068,shared,prizes
ssh,1.0,a_only,enforced
ssh,0.7391304347826086,shared,solely
ssh,0.07744107744107744,b_only,gazing
ssh,0.08108108108108109,b_only,borrow
ssh,0.5238095238095238,shared,mass
ssh,1.0,a_only,controversial
ssh,1.0,a_only,environment
ssh,1.0,a_only,agave
ssh,1.0,a_only,aromatic
ssh,1.0,a_only,evolved
ssh,0.2698412698412698,shared,different
ssh,0.6931216931216931,shared,xvi
ssh,0.48148148148148145,shared,temple
ssh,1.0,a_only,align
ssh,0.5238095238095238,shared,sh
ssh,0.6080402010050251,shared,quarters
ssh,0.5458937198067633,shared,flat
ssh,0.3445378151260504,shared,drink
ssh,1.0,a_only,hennecke
ssh,0.4479638009049774,shared,circle
ssh,1.0,a_only,famously
ssh,0.391304347826087,shared,rate
ssh,1.0,a_only,dialects
ssh,0.4953271028037383,shared,german
ssh,1.0,a_only,engineers
ssh,0.7297297297297297,shared,wages
ssh,1.0,a_only,siege
ssh,1.0,a_only,indicating
ssh,1.0,a_only,product
ssh,0.45454545454545453,shared,leading
ssh,1.0,a_only,puerto
ssh,1.0,a_only,afl
ssh,0.5763546798029556,shared,topic
ssh,0.807909604519774,shared,knights
ssh,0.285140562248996,shared,told
ssh,0.285140562248996,shared,along
ssh,1.0,a_only,innovation
ssh,0.7582417582417582,shared,infant
ssh,0.28,shared,quite
ssh,1.0,a_only,collectively
ssh,0.5609756097560976,shared,represented
ssh,0.11888111888111888,b_only,settling
ssh,0.6161616161616161,shared,issued
ssh,1.0,a_only,nova
ssh,0.04918032786885246,b_only,neglect
ssh,0.2749003984063745,shared,sure
ssh,1.0,a_only,jesuit
ssh,1.0,a_only,ultimate
ssh,1.0,a_only,federal
ssh,0.6326530612244898,shared,plane
ssh,0.40969162995594716,shared,bow
ssh,0.4611872146118721,shared,faith
ssh,0.09215017064846416,b_only,tumbling
ssh,1.0,a_only,protocol
ssh,0.415929203539823,shared,passage
ssh,0.6243654822335025,shared,today
ssh,1.0,a_only,cloister
ssh,0.3389121338912134,shared,against
ssh,0.28,shared,coming
ssh,0.797752808988764,shared,metallic
ssh,0.8181818181818182,shared,concentration
ssh,0.46788990825688076,shared,explanation
ssh,1.0,a_only,anno
ssh,0.5533980582524272,shared,hollow
ssh,1.0,a_only,sayings
ssh,0.4222222222222222,shared,miles
ssh,0.7391304347826086,shared,colleague
ssh,0.6666666666666666,shared,reader
ssh,0.5533980582524272,shared,chest
ssh,1.0,a_only,camera
ssh,0.5609756097560976,shared,dignity
ssh,1.0,a_only,dominican
ssh,0.6243654822335025,shared,leader
ssh,0.5686274509803921,shared,imagined
ssh,1.0,a_only,rijndael
ssh,0.6931216931216931,shared,moves
ssh,0.5458937198067633,shared,conceal
ssh,1.0,a_only,destructive
ssh,1.0,a_only,wyoming
ssh,0.11498257839721254,b_only,waiter
ssh,0.37339055793991416,shared,sympathy
ssh,0.415929203539823,shared,singular
ssh,0.46788990825688076,shared,examine
ssh,0.6580310880829016,shared,chocolate
ssh,1.0,a_only,editing
ssh,0.675392670157068,shared,hanged
ssh,0.7391304347826086,shared,breaks
ssh,0.0958904109589041,b_only,utmost
ssh,0.6580310880829016,shared,ruined
ssh,0.5763546798029556,shared,announced
ssh,0.4953271028037383,shared,foundation
ssh,0.6842105263157895,shared,principles
ssh,1.0,a_only,ornamental
ssh,0.3278008298755187,shared,several
ssh,1.0,a_only,renowned
ssh,0.5763546798029556,shared,assurance
ssh,0.7679558011049724,shared,armour
ssh,0.07023411371237458,b_only,chateau
ssh,0.5458937198067633,shared,concealed
ssh,0.0847457627118644,b_only,likes
ssh,0.391304347826087,shared,game
ssh,0.40969162995594716,shared,reach
ssh,1.0,a_only,priscus
ssh,0.6410256410256411,shared,constantly
ssh,0.5094339622641509,shared,useless
ssh,0.36752136752136755,shared,names
ssh,0.06666666666666667,b_only,7
ssh,1.0,a_only,hart
ssh,0.5763546798029556,shared,indian
ssh,1.0,a_only,secondary
ssh,0.3168724279835391,shared,break
ssh,0.6931216931216931,shared,entail
ssh,0.4479638009049774,shared,antoine
ssh,0.6161616161616161,shared,nerve
ssh,1.0,a_only,ski
ssh,0.5094339622641509,shared,taste
ssh,1.0,a_only,limestone
ssh,0.7112299465240641,shared,australia
ssh,1.0,a_only,membership
ssh,1.0,a_only,coptic
ssh,0.7582417582417582,shared,addresses
ssh,0.6666666666666666,shared,laden
ssh,0.5533980582524272,shared,minister
ssh,0.5920398009950248,shared,definite
ssh,0.6580310880829016,shared,noted
ssh,1.0,a_only,numbering
ssh,0.0847457627118644,b_only,sunshine
ssh,0.09215017064846416,b_only,grin
ssh,0.7112299465240641,shared,copies
ssh,0.42857142857142855,shared,addressed
ssh,0.7777777777777778,shared,tastes
ssh,1.0,a_only,talmud
ssh,0.7297297297297297,shared,fourteenth
ssh,0.39737991266375544,shared,arrival
ssh,0.09215017064846416,b_only,swiftly
ssh,0.5841584158415841,shared,pillow
ssh,0.4479638009049774,shared,wedding
ssh,1.0,a_only,fairbanks
ssh,0.2903225806451613,shared,please
ssh,1.0,a_only,worker
ssh,0.08108108108108109,b_only,sincerely
ssh,0.30612244897959184,shared,during
ssh,1.0,a_only,americium
ssh,0.09965635738831616,b_only,strangely
ssh,0.36752136752136755,shared,examined
ssh,0.07023411371237458,b_only,galatz
ssh,0.797752808988764,shared,nt
ssh,0.2549019607843137,shared,doing
ssh,0.3168724279835391,shared,school
ssh,0.08843537414965986,b_only,chained
ssh,0.0738255033557047,b_only,fancied
ssh,0.6494845360824743,shared,suppressed
ssh,0.245136186770428,shared,got
ssh,0.5023474178403756,shared,renamed
ssh,0.5384615384615384,shared,pretend
ssh,0.6161616161616161,shared,resentment
ssh,0.6326530612244898,shared,edges
ssh,1.0,a_only,variable
ssh,0.6931216931216931,shared,elapsed
ssh,0.0847457627118644,b_only,shouting
ssh,0.8181818181818182,shared,ascent
ssh,0.10344827586206896,b_only,intolerable
ssh,1.0,a_only,corinth
ssh,0.24031007751937986,shared,both
ssh,1.0,a_only,amide
ssh,1.0,a_only,perspective
ssh,0.7582417582417582,shared,january
ssh,0.6666666666666666,shared,per
ssh,0.6,shared,seconds
ssh,0.6666666666666666,shared,attempting
ssh,1.0,a_only,brandenburg
ssh,0.29554655870445345,shared,sister
ssh,0.3852813852813853,shared,giving
ssh,1.0,a_only,varies
ssh,1.0,a_only,bases
ssh,1.0,a_only,ss
ssh,0.6580310880829016,shared,whereas
ssh,0.7204301075268817,shared,petersburg
ssh,0.25984251968503935,shared,their
ssh,0.5094339622641509,shared,inclination
ssh,1.0,a_only,professionals
ssh,0.8390804597701149,shared,phase
ssh,1.0,a_only,criticisms
ssh,1.0,a_only,ranges
ssh,0.7391304347826086,shared,immortal
ssh,0.09215017064846416,b_only,grip
ssh,0.12280701754385964,b_only,clerval
ssh,0.40969162995594716,shared,interrupted
ssh,1.0,a_only,tarkovsky
ssh,0.6580310880829016,shared,multitude
ssh,0.6666666666666666,shared,filed
ssh,0.3114754098360656,shared,sent
ssh,0.7297297297297297,shared,combination
