epoch,simlex_spearman,n_pairs,elapsed_train_s
1,0.14020497771511242,527,126.75187836796977
2,0.15423402015814947,527,92.18155096902046
3,0.1427918277765113,527,122.31956505397102
4,0.14004781908608174,527,90.22386867902242
5,0.130342059822502,527,123.10907609702554
